Sample_ID,Severity,Sample_Type,Short_Description,Description
ORIG_2448,3,Original,General cargo vessel grounded on a shore and no damage was confirmed,"The vessel went hard aground on the sand on the coast of an island,  A few hours later, it was refloated and proceeded to a different port to check for damage. No damage, water ingress, or defects were confirmed. The charterer confirmed that the chief officer was the officer of the watch, he had fallen asleep, there was no additional lookout, and the BNWAS was not switched on. "
ORIG_2449,3,Original,Cruise ship passenger slipped and hit their head on the deck resulting in a head injury,A passenger slipped and hit their head on the vessel's deck. No bleeding or breathing difficulties and responded normally
ORIG_2450,3,Original,Fishing vessel alongside in a harbour had water ingress resulting in a minor diesel spill,"The vessel was in harbour and began taking on water, the vessel was pumped out and moved to another area of the harbour and secured. A small diesel spill was noticed which was cleaned up."
ORIG_2451,4,Original,Ro-pax vessel  crew member lost footing undertaking maintenance of the IRB & fell against railings while transferring from the IRB to the vessel resulting in sprained abdomen,"During routine maintenance of the IRB, a male vessel crew member lost his footing and fell against railings while transferring from the IRB to the vessel. As a result of the impact he was in pain, however, after a few minutes, the pain subsided and he was able to continue with his normal duties until two days later when he had to be replaced onboard. He was diagnosed with a sprained abdomen  "
ORIG_2452,3,Original,Cruise ship's passenger slipped and sustained a fractured shoulder.,Cruise ship's passenger slipped and fell onto the deck landing on their shoulder resulting in a closed fracture. No defects found in the area.  
ORIG_2453,4,Original,A crew member fell overboard from a rib and was recovered by a passing vessel,"A rib was seen going round in circles with no one on board. A passing vessel found the crew member in the water and recovered them, a search and rescue vessel was tasked, assessed the crew member and confirmed no injuries and no further medical assistance required."
ORIG_2454,3,Original,A search and rescue vessel collided with a yacht after a mechanical malfunction.,A search and rescue vessel collided with a recreational sailing vessel. The search and rescue vessel was manoeuvring alongside a berth when there was a mechanical malfunction which caused the lifeboat to surge forward into a yacht. The crew of the search and rescue vessel managed to bring their vessel under control and then secure it alongside. The reason for the malfunction was investigated and found to be due to an issue with the gearbox on the port engine. Both the vessels sustained minor damage. 
ORIG_2455,3,Original,Cruise ship's crew member sustained a fracture injury after the pallets from the forklift fell on them.,Cruise ship's crew member sustained a knee ligamentous injury after pallets from a forklift fell on them. 
ORIG_2456,3,Original,A vehicles carrier experienced a grounding whilst maneuvering in channel with no damage sustained.,A vehicles carrier was approaching a port lock with 3 tugs in attendance and 2 pilots on board when it made contact with a mudbank in the channel. The ship was assisted awat from the bank by the tugs already in attendance and proceeded through the locks and to the berth without further incident. There was no damage or pollution reported. The port is carrying out an internal investigation of the incident. The delay in reporting the incident was due to the nature of the incident (grounding) not being immediately apparent due to the soft nature of the seabed. 
ORIG_2457,4,Original,Mooring launch driver slipped while boarding resulting in a minor injury.,Mooring launch crew member slipped on a newly painted surface on the gunwale whilst boarding resulting in a minor injury. The mooring launch was taken out of service and repainted with anti-slip material. The crew member continued to work after the fall.
ORIG_2458,1,Original,Explosion on a sail vessel resulting in an injured individual.,"A sailing vessel with one person onboard was moored on a river, the casualty went to light a stove but the gas exploded, probably due to the tank leaking. The casualty suffered burns to the face and throat and was taken to hospital. There was no pollution from the vessel and only minor damage."
ORIG_2459,4,Original,Ro/Ro cargo vessel crew used weighted heaving lines.,Ro/Ro cargo vessel crew used weighted heaving lines. Weighted heaving lines used on bow and stern heaving lines. SCPS Linesman and DPW quay supervisor reported their concern to BO removed forward monkeys fist and BO removed stern monkeys fist. Forward monkeys fist was cut open and found to contain a piece of metal pipe and Aft monkeys fist was cut open and found to contain a large metal nut. Bean bag handed to crew for forward heaving line and 2nd bean bag tied to aft heaving line. First mate inspected both heaving lines on quayside and served paperwork.
ORIG_2460,4,Original,Cargo ship's pilot ladder did not conform to SOLAS regulations.,Ladder was not rigged per current SOLAS regulations. The pilot embarkation point on the deck was not free from obstructions. Large amount of excess ladder on deck at embarkation point causing obstruction and difficulty of foot placement. Lashings made to Side ropes to take weight of ladder however diameter was believed to be too small. Due to excess ladder inboard the step above the lashing stuck up presenting a trip hazard and uneven step at top of ladder. 
ORIG_2461,3,Original,A tug sustained a penetrating damage to the hull and subsequent water ingress.,An inshore tug experienced water ingress whilst bunkering fuel and water when a puncture in the ship's hull above the water line moved below the water level as the draft increased. The vessel reported that the puncture occurred earlier when the vessel was alongside at a damaged jetty with a protruding bolt. The vessel crew responded and pumped out the bilges of the ER where the water was coming into. There were no injuries or pollution and the damage was subsequently repaired. 
ORIG_2462,3,Original,Cruise ship passenger fell in their bathroom resulting in a fractured wrist.,A cruise ship passenger entered their cabin bathroom and walked into a glass shower door and fell. They hit their head on the basin and then injured their arm. It was discovered that they had broken their wrist. 
ORIG_2463,5,Original,A cellular container ship used a dangerously weighted heaving line.,"A cellular container vessel used a dangerously weighted heaving line whilst berthing. A monkey's fist knot was attached to the end of the heaving line and was found to contain nuts, bolts and a 'blue tac' like material. The weight was 898g which was more than the recommended 518g bean bags. The unsafe weight was removed and a beanbag was attached instead. The ship was informed about the safety risks. "
ORIG_2464,4,Original,Cruise ship sustained an azipod tripping incident.,A cruise ship was approaching its berth when it lost PODs power for approximately two minutes. The port anchor was dropped to slow the vessel's spee. Both PODs were restored and the turn was completed. There was no damage to the vessel. 
ORIG_2465,4,Original,Passenger ship's volunteer sustained an injury while going down a ladder.,Passenger ship's volunteers were working when they decided to take a lunch break. The volunteer descended the vertical fixed ladder and partway down the ladder they fell and broke their lower leg. This resulted in further medical assistance. The ladder is in good condition and all permits to work were correctly completed.
ORIG_2466,5,Original,A passenger vessel's pilot ladder did not conform to SOLAS regulations.,Ladder was not rigged per current SOLAS regulations. Shackle used to secure to deck.
ORIG_2467,4,Original,A tug was assisting a container ship when a tow parted resulting in no injuries/damages,"A tug was assisting a container ship when a tow parted. No injuries, no damages and gear was recovered. Both of them continued their passage. "
ORIG_2468,3,Original,A search and rescue vessel's propeller sustained damages while in passage.,"A search and rescue (SAR) vessel started its passage when the crew noticed that the vessel was pulling to one side and there appeared to be no drive from the starboard propeller. An investigation was conducted when it was noticed that the starboard propeller and the shaft aft were missing. There had been no indication of contact with an object or seabed, no water ingress. No further damages/injuries."
ORIG_2469,4,Original,A container vessel used a dangerously weighted heaving line.,A container vessel used a dangerously weighted heaving line while berthing. The weight on the end of the line reportedly contained 'solid metal' and weighed 740g. The shore workers cut the weight off and provided a 518g beanbag weight instead. The chief mate of the vessel agreed that the weight was heavy compared to the bean bag and the vessel would check the other heaving lines in use. 
ORIG_2470,4,Original,A general cargo vessel crew member sustained a broken elbow.,"A general cargo vessel crew member was opening an engine room emergency escape hatch when they lost their balance and fell, sustaining a broken elbow. The vessel reported that the crewmember was standing in the 'wrong position' to operate the emergency escape hatch which resulted in them overbalancing. Their elbow was broken as a result of their fall. The crew member was disembarked to hospital and required surgery to correct the damage caused by the broken elbow. The crew on board the vessel were reminded of the correct opening procedure for the hatch. "
ORIG_2471,3,Original,Cruise ship's crew member sustained a leg injury.,Cruise ship's crew member was walking up a stairway while the vessel was berthed. They hit their foot against the stairway resulting in a fractured fibula. 
ORIG_2472,5,Original,Ro-Ro vessel's pilot ladder did not conform to SOLAS regulations.,The cantilevered platform which the pilots steps sideways onto from the ladder has severe structural corrosion of underside transverse stiffeners. The top is well coated in shiny new paint. 
ORIG_2473,3,Original,Cruise ship's crew member trapped their finger and sustained a closed fracture,Cruise ship's crew member was incorrectly operating an ice machine which caused the lid to fall and trap their finger inbetween the lid and the base container of the machine. The casualty sustained a fractured finger and has been signed off duties. 
ORIG_2474,5,Original,Vehicle carrier's pilot ladder non compliant with SOLAS regulations.,Vehicle carrier's pilot ladder non compliant with SOLAS regulations. Inbound ladder secured with shackles over side-ropes (not made fast). Master re-briefed and fully compliant outbound.
ORIG_2475,4,Original,A container vessel used a dangerously weighted heaving line.,"A container vessel had a dangerously weighted heaving line that was thrown ashore during arrival mooring operations. The port staff confiscated the line by cutting the weight from the end, and discovered that there were metal objects within the monkey's fist. A bean bag was given to the chief officer of the vessel to replace the confiscare"
ORIG_2476,4,Original,MOB recovered from a yacht resulting in no injuries.,Man overboard from a yacht. The casualty was pulled aboard and no injuries were reported. 
ORIG_2477,3,Original,Fishing vessel suffered an engine failure and requested a tow.,Fishing vessel suffered an engine failure and requested a tow. Crew on board wore lifejackets and returned safely ashore. No further damages. 
ORIG_2478,3,Original,Cruise ship crewmember fractured their wrist following a fall during embarkation baggage operations.,"A cruise ship crewmember was offloading suitcases from baggage carts during embarkation operations when a suitcase fell from a cart. The crewmember went to stop it and their foot struck the support at the base of the centre line staircase handrail. This caused the the crewmember to lose their balance, falling face first down the first two steps from deck eleven to deck ten.  During the fall, the casualty stated that they put out their hands to brace the fall, resulting in a fracture to their right wrist. The intention is to disembark the crewmember at their next port of call. "
ORIG_2479,3,Original,Cargo vessel suffered a main engine failure during unmooring operations.,"A cargo vessel was conducting unmooring operations when the oil level alarm appeared on the main engine clutch. The connection between the the main engine and propeller shaft was lost. Due to the strong current, the Master decided to drop anchor. The Chief Engineer added oil to the gearbox and the connection between the Main Engine and propeller shaft was restored. The anchor was heaved up and the vessel proceeded to its destination. "
ORIG_2480,3,Original,Cargo vessel suffered a fire on board resulting in no damage.,Cargo vessel suffered a fire on board while using acetylene. One socket port side is broken and bent. It has been planned to be replaced. No damages/injuries were reported. 
ORIG_2481,4,Original,Crude oil tanker used a dangerously weighted heaving line resulting in no damages.,A crude oil tanker used a dangerously weighted heaving line upon arrival. The line had 3.25 tonne shackle attached to it and it weighted 0.6kg. 
ORIG_2482,1,Original,"Chemical tanker suffered an engine failure however, no damages.","A pilot on a chemical tanker ordered dead slow astern while approaching berth when they received no response. They then completed the swing with the assistance of tugs. While ordering a slow ahead, there was response from the engine. The pilot managed to safely berth the vessel without causing any damages. "
ORIG_2483,5,Original,A cruise ship used a dangerously weighted heaving line during mooring operations.,"A cruise ship used a dangerously weighted heaving line that was made from rubber with metal nuts and shackles embedded throughout, weighing 510g. "
ORIG_2484,4,Original,An unnamed pleasure craft passed very close to commercial divers causing interaction.,"A pleasure vessel narrowly missed contacting commercial divers in a port area. The pleasure vessel passed close enough to cause interaction with the divers. The crew of the recreational craft were warned not to come in close to the divers, but didn't heed the warnings. After the incident, the harbour master intercepted the pleasure vessel and warned them about the incident. There were no injuries, pollution or damages. It was reported that the craft came within 3m of the diver marker buoy which marked the divers who were at depth of 3m. "
ORIG_2485,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's construction did not meet current SOLAS standards. Ladder was not rigged per current SOLAS regulations. The pilot embarkation point on the deck was not free from obstructions.
ORIG_2486,3,Original,Chemical tanker's gangway was stowed and not used resulting in no safe access for pilot to board.,Chemical tanker's gangway was stowed and not used resulting in no safe access for pilot to board. No injuries reported. 
ORIG_2487,4,Original,Chemical tanker presented unsafe access for pilot boarding however no injuries were reported.,Chemical tanker presented unsafe access for pilot boarding. Access was gangway up to the top of ship's railings with the 6 feet drop bridges with a stack of pallets.
ORIG_2488,5,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,Container ship's pilot ladder did not conform to SOLAS regulations. Ladder was secured using a single lashing connected to a step. Lashing made from a disused strop. No stanchions at boarding location. Available handholds are rectangular vertical structure of handrail. 
ORIG_2489,3,Original,The cruise ship passenger experienced a fire on their electrical scooter.,"A cruise ship was alongside in port when one of the passengers called for assistance due to a fire on the battery of their electric mobility scooter. There were two batteries that were found to be overheating and the passenger attempted to assist the situation by carrying one of the batteries to an open deck area, but dropped it. The crew managed to contain the situation without further incident and there were no injuries, damage or pollution."
ORIG_2490,5,Original,A container vessel used a dangerously weighted heaving line.,A container ship crew used an unsafely weighted heaving line that consisted of a monkey's fist that had metal scrap inside. The weight was confiscated and replaced by a sandbag and the crew on board were instructed by the dock workers on the correct weight to use. 
ORIG_2491,5,Original,Offshore support vessel's pilot ladder did not conform to SOLAS regulations.,Offshore supply vessel's pilot ladder did not conform to SOLAS regulations. Deck tongue used to secure ladder at step. Deck tongue to be removed so as not to be able to be used again.
ORIG_2492,4,Original,Hopper dredger used a dangerously weighted heaving line resulting in no damage.,Hopper dredger used a dangerously weighted heaving line resulting in no damage/injuries. 
ORIG_2493,5,Original,Vehicle carrier's pilot ladder did not conform to SOLAS regulations.,"Construction did not meet current SOLAS standards. On the ladder, the steps started to rotate which made it seem like they are weak. The tails were too long. "
ORIG_2494,5,Original,General cargo ship's pilot ladder did not conform to SOLAS regulations.,Construction did not meet current SOLAS standards. Side ropes were two separate lengths seized together underneath the bottom step. 
ORIG_2495,1,Original,Pleasure craft suffered an explosion resulting in one person injured and a sunken vessel.,"Pleasure craft with two people and a dog on board suffered an explosion. One of the members sustained no injuries however, the second member was blown out of the boat onto the pontoons sustaining fractures to their legs. The dog was below deck and is believed to have been trapped there. The vessel sank shortly after the explosion. Another pleasure craft that was alongside the explosive vessel suffered a fire on board however, the emergency services were able to control it and minor damages were sustained to it. The pontoons and associated equipment in the immediate vicinity of the incident were also extensively damaged by the fire. "
ORIG_2496,3,Original,Yacht crewmember fell and dislocated their hip.,Yacht crewmember fell and dislocated their hip while in a marina. CRT were tasked to assist the ambulance service and the casualty was extracted from the vessel and passed to the care of the ambulance service. 
ORIG_2497,2,Original,Passenger ship's crew member suffered a bone fracture while on duty.,"While the passenger ship was alongside, a crew member received a major injury (fracture on their left foot). While in process of dissembling a pool table the stone middle part of the table fell on their foot. It caused a fracture above the safety shoe steel toe protection. All PPE was worn. "
ORIG_2498,3,Original,Cruise ship made contact with berth fendering resulting in a small hole above the waterline.,A passenger vessel was approaching the berth whilst being steered by C-Joy joystick system which was being operated by the master with a pilot in attendance on the bridge. The vessel made contact with the berth fendering and the securing shackle on the fender made contact with the shell plating. The resulting damage was a small hole above the waterline on the vessel's starboard shoulder.
ORIG_2499,3,Original,A search and rescue vessel struck a submerged object.,"A search and rescue vessel was tasked to assist initially three people in the water, later identified as one submerged casualty. When the vessel arrived, the Y boat was launched, they approached the scene but could not see any people in the water.  As there was no instruction form the shore, the Y boat crew were unsure if it was a casualty rescue or recovery mission. The Y boat approached the slipway and went across the top of the submerged casualty."
ORIG_2500,4,Original,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,"Bulk carrier's pilot ladder did not conform to SOLAS regulations. A tripping line was fitted to the bottom of the ladder, or was rigged not in accordance with IMO Resolution A.1045(27) 2.1.5."
ORIG_2501,5,Original,Oil tanker's pilot ladder did not conform to SOLAS regulations.,pilot ladder did not conform to SOLAS regulations. The bottom rubber step was damaged and the rubber split in 2 places. The Master was notified and the ladder was taken out of use and replaced with a new ladder. 
ORIG_2502,3,Original,A ro-pax vessel crewmember tripped over some pallets and fractured their arm.,"A ro-pax ferry crewmember had just exited the lift and was walking down an alleyway, when they tripped over an unused pallet that had been left there. The crewmember put out their right hand to break the fall. Their hand hit the pallet and caused it to shift. They felt immediate pain along their entire right arm and sustained bruising to the left palm and thumb. The crewmember disembarked at the next port after receiving first aid on board and was diagnosed with a fracture to the right arm after an x-ray. The incident was reportedly a result of poor house keeping (not storing the pallet in an appropriate location) and the lack of care and attention of the crewmember walking through the area which caused them not to notice the pallet in time."
ORIG_2503,3,Original,A general cargo vessel experienced propulsion failure whilst navigating under pilot.,"A general cargo vessel was departing from port with a pilot on board when the main engine suffered propulsion failure. The crew and pilot used the flood tide and bow thruster to keep the vessel's position in the channel, whilst the engine crew re-started the main engine in local control. The engine control remained in local until the vessel was clear from the river channel and went to anchorage. The vessel crew had the anchor ready for letting go at the time of the propulsion failure but it was not required. There were no injuries, damages or pollution. "
ORIG_2504,3,Original,Cruise ship's passenger tripped and fell resulting in a wrist fracture.,Cruise ship's passenger tripped on a sunlounge and sustained a fractured wrist. 
ORIG_2505,4,Original,Container ship's pilot ladder did not conform to SOLAS regulations.,"Container vessel's tripping line was fitted to the bottom of the ladder, or was rigged not in accordance with IMO Resolution A.1045(27) 2.1.5. Vessel has hull belting in the area of pilot ladder."
ORIG_2506,3,Original,Ro-pax vessel crew member walked between compartments & closed door accidentally jammed finger on the inner side between the door& frame,"A male crew member was passing through a door on the forward deck between compartments and was holding it with the shoulder as the closer was pushing the door back to close and accidentally jammed his left hand index finger on the inner side between the door and frame where the hinges are. As a result, he fractured his finger."
ORIG_2507,3,Original,Tug suffered a fire in the main engine resulting in minor damage.,Tug suffered a fire as a result of oil/other liquids (not fuel) has got under the lagging and soaked over time. This caused smoke and then ignition resulting in 3 small flames when the engine ran on load. 
ORIG_2508,5,Original,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,Pilot ladder secured by shackles through side ropes. Accommodation ladder not secured to ship's side. Pilot ladder not secured to ship's side. Accommodation ladder platform less than 5m above water line. 
ORIG_2509,5,Original,Bulk carrier's pilot ladder did not conform to SOLAS regulations.,The securing magnets on the container ship both came away once a pilot stepped on the ladder. These then became an obstacle and were swinging close to the pilots head while disembarking. 
ORIG_2510,3,Original,Vehicle carrier crewman suffered a fractured leg due to a parted mooring line.,A vehicle crewmember was struck by a parted mooring line during mooring operations and suffered an open fracture to the leg. 
ORIG_2511,3,Original,A search and rescue vessel made contact with the recovery trolley resulting in damage,"A search and rescue vessel made contact with the recovery trolley when arriving back at port after deploying. The search and rescue vessel was embarking onto the trolley buy moving astern and the port and starboard propellers made contact with the ramps fitted to the front of the trolley. This resulted in minor damage to both of the propellers. There were no severe damages, injuries or pollution. The search and rescue vessel crew suggested that in the future the ramps should be removed before recovering the vessel onto the trolley. "
ORIG_2512,2,Original,A tug crewmember sustained multiple fractures to the arm when the vessel was pushing a barge,A tug crewmember sustained a comminuted fracture (multiple fractures in wrist and arm similar to shattering) when their arm was struck by a winch handle connected to the towing winch arrangement. The crewmember was medically evacuated with assistance from the local lifeboat service and shore ambulance service. 
ORIG_2513,4,Original,Tug vessel's pilot transfer arrangement non SOLAS compliant.,"Tug vessel's pilot transfer arrangement non SOLAS compliant. Vessel required pilot to board by jumping over the bulwark. No ladder, no handholds and tyres on hull create a gap between cutter and tug."
ORIG_2514,5,Original,A crude oil tanker used an unsafely weighted heaving line.,A crude oil tanker was approaching the berth when the crew lowered a line over the ship's side intended as a heaving line/messenger line for the tug. The line was weighted using a metal shackle. The tug's crew refused to take the line and communicated to the pilot that the crew should change the weighting arrangement before they could safely take the line. The crew of the crude oil tanker complied with the request and the vessel berthed without further incident. 
ORIG_2515,3,Original,Near miss occurred between a fishing vessel and a yacht.,"Yacht was proceeding towards a marina when a fishing vessel was coming out of harbour. There was light seen in the fishing vessel's wheelhouse. The yacht moved to starboard to give space to the fishing boat however, the fishing boat continued to port side of the yacht. The yacht immediately turned turn to port to avoid collision and passed the fishing vessel to starboard. The fishing vessel corrected their course and continued their passage. The crew from the fishing vessel reported that they have not seen the yacht. No VHF messages were passed or sound signals made. The fishing vessel was not using AIS."
ORIG_2516,3,Original,A crude oil tanker strayed from the navigable channel and pulled a tug with it which partially grounded.,"A crude oil tanker was in bound to port with a pilot on board when the vessel was required to slow in order to make the tugs fast. After the tugs had been made fast, the wind pushed the tanker to the eastern side of the channel and the port quarter of the vessel left the channel between two buoys. The tug on the aft part of the vessel, at the port quater, also left the channel and partially grounded. There was no damage to either vessel and the tanker did not ground. The reason for the incident was down to the slow speed increasing the rate of drift of the tanker. "
ORIG_2517,5,Original,A tanker used an unsafely weighted heaving line.,A tanker used an unsafely weighted heaving line whilst sending a messenger line to the tug. The line was weighted with a painted rubber weight rather than the recommended sandbag. 
ORIG_2518,3,Original,Hopper dredger suffered a fire as a result of a failed fuel injector.,Hopper dredger suffered a fire as a result of a failed fuel injector and manifold gasket. The flames were approximately 2-3 inches high and the fire was immediately extinguished using the nearest foam portable fire extinguisher. No injuries were sustained on board. The injector and manifold gasket were both replaced.
ORIG_2519,3,Original,Cruise ship's passenger tripped and fell resulting in a rib fracture.,Cruise ship's passenger attempted to walk backwards when they accidentally stepped on a discarded shoe. This resulted in a fall backwards. The individual sustained a closed rib fracture. No defects were found in the area. 
ORIG_2520,4,Original,Ro/Ro passenger vessel suffered an engine blackout which rectified and the vessel continued passage.,A Ro/Ro passenger vessel suffered a black out with bot main engines stopped. The cause was a contaminated MGO which clogged up the filters and lost pressure to the engines.. The crew rectified the issue and the vessel continued passage. There was no damage or pollution.
ORIG_2521,3,Original,Cruise ship passenger fell in their bedroom resulting in a fractured ankle.,A cruise ship passenger fell in their bedroom resulting in a fracture to their right ankle. The casualty was later medically disembarked. 
ORIG_2522,3,Original,Fishing vessel towed by lifeboat after fouling their propeller on gear,A fishing vessel fouled their propeller on gear and were unable to cut themselves free. A search and rescue (SAR) vessel was tasked and towed the vessel back to its mooring. There was no damage reported and the crew were not in immediate danger.
ORIG_2523,4,Original,Standby safety vessel crewmember suffered a laceration to the hand while preparing food.,A cook onboard a offshore standby vessel suffered a laceration to their hand while preparing a sandwich. MRCC facilitated a phone call between a onshore doctor and the vessel 3 days after the initial incident. The doctor advised the casualty to remain onboard and gave advice on how to continue to treat the wound. The casualty had been off duty for over 72 hours. 
ORIG_2524,3,Original,Utility vessel made contact with a concrete support resulting in a minor injury and minor damage.,"A utility vessel made contact with a concrete support of a bridge resulting in minor damage and one minor injury. There was a dent in the bow roller, no damage to the ships hull. Due to the impact, an AB working in the galley lost his balance and fell in the entrance to the accommodation below deck and injured his head."
ORIG_2525,5,Original,General cargo vessel took a drastic sheer to port while under pilotage resulting in a near miss with a buoy.,"General cargo vessel took a drastic sheer to port while under pilotage. Helm ordered hard to starboard and full ahead. The ship responded which meant missing a buoy by a few metres. During the event, an engine room alarm was sounding and the speed shed considerably to 2-3 knots.  The ship didn’t pick up speed for a number of minutes and the pilot assumed there was a problem with the pitch/engine. The pilot managed to steer with the bow thruster and got the anchor ready whilst the captain was conversing with chief engineer. The pilot decided to swing to proceed outwards as he didn’t want to carry on without having time to assess everything. Afterwards, the engine/rudder was checked  and chief engineer reported of no issues.   "
ORIG_2526,3,Original,Cruise ship passenger slipped and fell resulting in a fractured shoulder.,Cruise ship passenger slipped and fell in the food servicing area resulting in a fractured shoulder.
ORIG_2527,4,Original,"Near miss between ro-pax ferry, general cargo vessel and chemical tanker","The ferry approached the stern of the outward general cargo vessel at 21 knots. Unable to reduce speed sufficiently, the ferry maneuvered into the centre of the channel resulting in the inward chemical tanker leaving the channel and proceeding over the top. No damage or injuries to any crew members"
ORIG_2528,3,Original,Cruise ship passenger slipped on aluminium deck onboard a tender resulting in a fractured ankle,"A passenger had boarded one of the ship’s tenders by ship’s pontoon. Whilst walking into the entrance of the boat, their left foot slipped on the aluminium, not slippery deck, and their ankle twisted. They stated that they fell backward landing on the tender’s floor.  One of the crew members who were at the entrance to the tender to help guests sit inside the boat called the paramedic and the passenger was transferred to the medical center in a wheelchair to receive medical treatment. The passenger was diagnosed with a fractured right ankle."
ORIG_2529,3,Original,Passenger ship crew member slipped on wet flooring and fractured their ankle,"A passenger ship crew member was walking along a corridor when they slipped, as a result of wet flooring. They sustained a fracture to their right hand and were medically disembarked."
ORIG_2530,3,Original,Fishing vessel suffered flooding as a result of a water pump casing breakage,Fishing vessel experienced flooding in the engine room as the result of the casing on a service pump breaking. The service pump in questioned pumped salt water to the deck wash pipe and could also be used to generate suction on the bilge system. 
ORIG_2531,3,Original,A search and rescue vessel grounded whilst attempting rescue of stranded people.,A search and rescue vessel was engaged in an attempted recovery of persons cut off by tide on a sandbank. They attempted to approach the location of the people but grounded causing damage to propellers and skegs. The depth below keel reading was 1.8 but the grounding was suspected to have occurred due to the waves causing variation in depth below keel.  
ORIG_2532,4,Original,"A pilot vessel narrowly missed colliding with a kayak, causing the kayak to capsize","A pilot boat was inbound to harbor with two pilots on board when they passed very close to a kayaker. The vessels did not collide but the wash from the high speed passing pilot vessel caused the kayak to capsize. The Pilot vessel proceeded to berth, disembark the pilots and was heading back out to see when the crew observed the upturned kayak and a person in the water. They recovered the person and their kayak and returned to port. The kayaker was uninjured and there was no damage to either vessel. "
ORIG_2533,3,Original,A cruise ship crewmember sustained a laceration that became infected,A cruise ship crewmember was working in the galley washing up when they were cut by a piece of glass under the water. The injury started to swell the following day and despite treatment attempts on board the crewmember had to disembark to get hospital treatment ashore as the wound began to get bigger as the infection worsened. 
ORIG_2534,3,Original,A replenishment tanker had a galley fire resulting in no damage.,"A replenishment tanker experienced a galley fire caused by deep fat fryers. During preparations for lunch, four galley fryers were turned on, however two of the deep fat fryers did not have oil in and this resulted in overheating and the fryers tripping. The galley staff reset the trip switch and attempted to start the fryers again, this resulted in debris and residual oil in the two empty fryers igniting. This ignition caused a fire that was extinguished with a foam extinguisher and isolating the electrical power. The cause of the fire was turning on the fryers without any oil in them. The two empty fryers were damaged but there was no further damage and no injuries or pollution. "
ORIG_2535,3,Original,A general cargo vessel struck a buoy resulting in the loss of the top mark on the buoy.,"A general cargo vessel collided with a buoy whilst departing a port, without the pilot on board. This resulted in damage to the buoy which lost its top mark. The vessel did not report any damage. "
ORIG_2536,3,Original,An offshore support vessel suffered an engine failure after piston/con-rod ejected,An offshore support vessel was on passage when a malfunction in one of the 4 auxiliary engines caused a piston/cam-shaft to be ejected out of one of the crank case doors along with fuel oil. This engine was in use as the sole power generator at the time which meant there was a blackout resulting in the loss of power for the main propulsion thrusters. The emergency generator started as necessary and the other engines auto-started shortly after. There was no fire or injuries due to the incident and the vessel returned to its home port to investigate the reasons for the malfunction and check the other 3 engines for any signs of malfunction. 
ORIG_2537,3,Original,A cruise ship passenger tripped on a step and fell,"A cruise ship passenger tripped on a step when following guests into a lounge. The passenger has not seen the step, this resulted in a dislocated elbow."
ORIG_2538,4,Original,A search and rescue vessel crewmember broke their ribs after the vessel slammed,"A search and rescue vessel was out on an exercise when the vessel slammed into a wave. This caused a crew member to lose their balance and collide with part of the vessel superstructure, resulting in two broken ribs. There was no damage to the vessel and no other injuries. "
ORIG_2539,3,Original,Search and rescue craft was on sea trial when it suffered an engine fire.,"Commissioned trials for the new lifeboat. First time the vessel has been taken out to the sea with a new exhaust and a new lagging installed. The vessel departed port where it headed east while running parallel to the beach. The first smoke alarm went of at approximately 12:30 in Jet Space however, the crew expected it due to the new lagging being burnt off and mutually agreed to continue with the trial. After 1hour and 15minutes, the fire incident occurred where the RPM was running at top on both engines on a 20 minute run. At 12:45 it has been confirmed there was a flame on starboard engine turbo lagging where they smothered the fire with a rag, no extinguisher was required. Once safety measurements were in place and it has been confirmed that the fire was out, the engine room was ventilated by opening hatches. Further discussions were placed where both engines were running no more than 1500RPM without risk of reoccurrence. When on route to port, the engine was set back to 1250RPM while monitoring the engine room. The vessel was returned safely at 14:30. "
ORIG_2540,4,Original,Passenger ship's crew member injured their knee whilst getting dressed,Passenger ship's crew member lost balance and fell in the bathroom whilst getting dressed. The individual claims they felt a pop and pain in their knee which resulted in receiving medical attention. It was established that there is damage to the left knee. 
ORIG_2541,4,Original,A Ro-Ro Cargo Ship had a non-SOLAS compliant pilot ladder.,A Ro-Ro Cargo vessel had a non-SOLAS compliant pilot ladder due to the fact that it was secured using only shackles and the second to bottom rubber step was loose and therefore not in the correct position. There were no injuries or pollution. 
ORIG_2542,3,Original,A fishing vessel crewmember sustained a head injury after being hit on the head.,A trawler crewmember fell from a height and sustained a head injury. They lost consciousness for a period of time after the fall and continued to struggle to stand up and walk for an extended period of time after the injury. The vessel made its way to a nearby harbor to disembark the crewmember. The local fishers' agent took the crewmember to hospital for treatment. There were no other injuries reported or any damages associated with the fall. 
ORIG_2543,3,Original,A stern trawler experienced propulsion failure and was towed by a SAR vessel back to port.,"A stern trawler experienced propulsion failure after the cooling water system for the main engine malfunctioned. There were no other vessels in the area to render assistance, so the fishing vessel issued a very high frequency (VHF) radio alert and the local lifeboat service responded and towed the vessel back to port. "
ORIG_2544,4,Original,A cruise ship's passenger fell which resulted in laceration to the side of their head.,Cruise ships' passenger fell inside their cabin which resulted in 3 lacerations to the side of the head. SAR were contacted and the individual was taken to a hospital.
