Latitude,Longitude,Occurrence_Location,Coastal_State_Affected,Weather,Wind_Force,Sea_State,Visibility,Natural_Light,Short_Description,Description,Main_Event_L1,Severity
58.9877,-2.9556,Internal waters -> Port area,UNITED KINGDOM,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Night,Buoy-Laying vessel crewmember injured their leg while adjusting ship's gangway due to rising tide.,"A Buoy-Laying vessel crewmember injured their leg while adjusting the ship's gangway due to the rising tide, where it required to be pushed further on to the shore from the main deck of the vessel. While pushing the gangway from main deck on to the quay, the crewmember felt pain behind their knee as the gangway caught and stopped on the quayside bar. The weight of the gangway became caught on the pier bar, and not on the gangway wheels as the casualty expected. The hospital confirmed that there was muscle damage and the casualty was advised to rest for two weeks. ",Accident to person(s),6
51.0187,2.1759,Internal waters -> Port area,FRANCE,Rain,9 - Strong Gale - knot (41-47) m/s (21-24),Unknown,Good - 5.0 <= Vis < 25.0 nm,Night,"Ro-Ro Ferry partially lost propulsion made and contact with quayside, causing the hull to be holed","Ro-Ro Ferry partially lost propulsion and made contact with quayside, causing the hull to be holed approximately 1 meter above the waterline.  The vessel was approaching its destination, intending to berth. Due to the weather conditions in the port, the vessel requested a tug standby. As the vessel made its final approach, the bow thruster alarm sounded and the engine control room informed the bridge that the number 3 bow thruster had tripped. The tug that was standing by was requested to push at 40% power and then requested to push at 100% power 30 seconds later. At the same time this request was made, number 2 bow thruster tripped. The pitch of the bow thrusters was set to zero and the crew attempted to restart the tripped thrusters. The ECR informed the bridge that they would need to wait 30 seconds before the bow thrusters could be restarted. By the time the bow thrusters had been restarted, there was little that could be done to negate an impact and the 'brace' alarm was sounded across the vessel to warn the crew and passengers. Whilst trying to lift the vessel, the number 3 bow thruster tripped again and the tug was requested to continue pushing at 100% power. The tug only had 1 engine as it had fouled a propeller. The Ro-Ro landed again and whilst alongside, the decision was taken to restart all thrusters and call in another tug to assist which, made fast to the port quarter. With the assistance of the tugs and the vessel's own power, it then made its way to its intended berth. ",Contact,3
55.984,-3.2048,Internal waters -> Port area,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A cruise ship passenger fell resulting in a fractured femur,A cruise ship passenger was playing table tennis when their shoe caught on the flooring causing the passenger to fall and land on a pole.  The passenger sustained a fracture to their femur.,Accident to person(s),3
51.0435,2.3558,Internal waters -> Port area,FRANCE,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A ro-pax vessel crew member slipped and fell resulting in a back/torso injury,"During daily rounds on a ro-pax vessel it was reported there was an oil leak from the hydraulic pipe work for the bow door controls.. Four crew members were carrying out the repair. One crew member passed a bucket of hydraulic oil while standing in the compartment and fell to the deck. The injured crew member was assisted back to their cabin, where they were initially assessed by crew on board.  The crew member was taken to hospital for further investigation where they were diagnosed with a pneumothorax (collapsed lung). The compartment floor was inspected and was clear of oil, but cluttered.",Accident to person(s),3
51.8002,1.0139,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Recreational angling vessel sank outside harbour entrance,An angling vessel sank after the crew put the anchor over the stern causing the vessel to capsize. The crew were rescued unharmed but the vessel was lost.,Flooding / Foundering,1
51.5128,0.1478,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Ro/Ro cargo vessel's pilot ladder not rigged per SOLAS regulations.,Ro/Ro cargo vessel's pilot ladder not rigged per SOLAS regulations.,Damage / Loss Of Equipment,6
51.433,0.6861,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder not rigged per SOLAS regulations.,Container ship's pilot ladder not rigged per SOLAS regulations.,Damage / Loss Of Equipment,6
51.4999,0.6144,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A container ship's pilot ladder did not conform to SOLAS regulations,A container ship did not have sufficient lighting for the ladder or the deck boarding area. The Able Seaman used a pocket torch to light the area. The pilot reported the issue to the vessel management. ,Damage / Loss Of Equipment,5
51.5059,0.4983,Internal waters -> Port area,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,Container ship's pilot ladder not rigged per SOLAS regulations.,Container ship's pilot ladder not rigged per SOLAS regulations. Ladder secured by shackles. Master informed. ,Damage / Loss Of Equipment,6
57.1397,-2.0878,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,Platform supply vessel pilot ladder failed and was not rigged as per current SOLAS regulations and lifebuoy with self-igniting light/heaving line wasn't available for use,"Construction did not meet current SOLAS standards, a ladder was not rigged per current SOLAS regulations and the lifebuoy with self-igniting light was not available for immediate use. The heaving line was not available for immediate use and the rigging of the pilot ladder was not checked, or the embarkation and/or disembarkation of the pilot was not supervised by a watch-keeping deck officer. ",Damage / Loss Of Equipment,6
53.4987,-3.233,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A cargo vessel's pilot ladder was not rigged per current SOLAS regulations,A cargo vessel's pilot ladder was not rigged per current SOLAS regulations.  The ladder came directly from a reel with no preventer rigged. No Officer present. Lifebuoy and light located some 10m away from the ladder and could not be immediately located by the AB present.,Damage / Loss Of Equipment,6
50.8912,-1.3914,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A container ship's pilot ladder was not rigged per current SOLAS regulations,"A container ship's pilot ladder was not rigged per current SOLAS regulations. Ladder was found to be very tired with multiple loose steps, generally very slack throughout and combination ladder not secured to ship side",Damage / Loss Of Equipment,6
51.715333,-5.166833,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A crane barge broke free of its anchor and began to drift,"A crane barge broke free of its anchor and began drifting. A tug was in the area and towed the barge to safety, having taken aboard the 5 people on the barge.",Damage / Loss Of Equipment,3
59.165883,-4.148667,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,6 - Strong Breeze - knot (22-27) m/s (11-14),6 - Very rough - (4.0 - 6.0 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,A search and rescue vessel crew member went overboard as a result of a rogue wave,"An RNLI Severn Class was deployed to an ocean rowing boat that was in difficulty. On arrival the person on board the rowing boat didn't want to leave the vessel and so a tow was initiated. As the weather condition deteriorated, the RNLI made the decision to evacuate the rowing boat crewmember and bring them aboard the Severn Class. The Severn Class's Y boat was deployed and whilst returning to the ALB, as rogue wave caused the Y boat to collide with the ALB and throw a ember of the crew overboard.  The crewmember was recovered without and did not sustain any injuries as a result of their incident.",Accident to person(s),6
53.5078,-3.2423,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A bulk carrier's pilot ladder did not conform to SOLAS regulations,Bulk carrier pilot ladder had loose steps as a result of the chocs not being close to the steps. The pilot refused to board the vessel until the pilot ladder had been changed. ,Damage / Loss Of Equipment,5
51.5035,0.6028,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A container ship's pilot ladder rigging didn't conform to SOLAS regulations,A container ship's pilot ladder was not rigged to SOLAS regulations. The ladder not laying flat to the side of the vessel.,Damage / Loss Of Equipment,6
50.178667,-5.842167,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),3 - Slight - (0.5 - 1.25 m),Poor - 0.5 <=Vis < 2.0 nm,Night,A fishing vessel fouled it's propeller on discarded fishing gear,"A fishing vessel with six crew onboard snagged its propeller on discarded fishing gear, which it was attempting to recover. The gear was anchored to the seabed and the vessel’s engine continually stalled when it was put in gear. The vessel was towed into port by a search and rescue (SAR) vessel. No injuries to crew or damage to vessel.",Loss Of Control,3
50.577783,-1.094717,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,An oil tanker fouled it's anchor on discarded anchor cable,"An oil tanker fouled its anchor on a discarded anchor cable, resulting in restricted manoeuvrability but the vessel retained propulsion and steerage. The vessel attempted to clear the cable by navigating around the anchorage, then drifted due to the weather, while they waited for the anchor to be cleared. Eventually, the anchor was cleared and the vessel continued without further incident.",Damage / Loss Of Equipment,6
52.9504,0.4842,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A search and rescue vessel sustained propeller damage during recovery onto trailer,"A life boat was carrying out a stern recovery onto the carriage after an exercise, during the recovery the prop made contact with the carriage resulting in the loss of a propeller blade. the propeller has been replaced and there was no further damage to the vessel. ",Damage / Loss Of Equipment,3
51.4857,0.7133,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A container ship's pilot ladder did not conform to SOLAS regulations,"A container ship's pilot ladder was not rigged to SOLAS regulations. Master informed. Pilot ladder secured by L shaped (step) bracket and also bar. The correct rigging method has been explained, including photos of best practice.",Damage / Loss Of Equipment,5
54.531683,-3.6548,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,1 - Light air - knot (1-3) m/s (1-2),Unknown,Unknown,Daylight,A fishing vessel suffered a steering failure and was towed back to port,"A fishing vessel with two crew onboard suffered a steering failure and dropped anchor. The fishing vessel requested assistance, a search and rescue (SAR) vessel was tasked to the scene and towed the vessel back to port.  No injuries to crew.",Loss Of Control,3
60.283333,-1.533333,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,Fish factory vessel crew member inured foot after waterjet cut through boot,"Fish factory crew member suffered injuries to his foot, the crew member was using a water jet to clean out a tank when some water sprayed in his face causing him to look away, he believes that when he looked away he accidentally passed the waterjet over his foot. The water tore through his wellington resulting in a laceration between his first and second toe. The crew member was immediately taken to hospital and advised to stay off work for the next two weeks. ",Accident to person(s),4
51.234333,-3.000833,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Very good - Vis >= 25.0 nm,Daylight,A search and rescue vessel sustained propeller damage during recovery on trailer,A search and rescue (SAR) vessel was being loaded onto a trailer ready to be pulled out of the water when a wave lifted the vessel off the trailer and dropped it down off-centre resulting in some damage to the port propeller. No injuries to crew.,Damage / Loss Of Equipment,4
54.998933,-5.21535,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,Close quarters situation involving two RoRo passenger ferries,A close-quarters situation between two Roro passenger ships developed when both vessels were in 0.4NM of each other. The second ferry altered course to prevent collision. ,Collision,3
52.278583,-4.710783,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Unknown,Night,A fishing vessel crew member required medical attention after partially amputating a finger,"A fishing vessel crew member got their hand caught in a block resulting in injury to their fingers and severing the tip of one finger.  First aid treatment was given onboard, the crew member was transferred to a search and rescue (SAR) vessel and taken ashore. They were passed into the care of the ambulance and transferred to hospital for further treatment.",Accident to person(s),4
50.7631,0.332,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),1 - Calm rippled - (0 - 0.1 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,A fishing vessel collided with a motor cruiser resulting in minor damage to the motor cruiser,A motor cruiser was anchored with lights showing. The two crew onboard  were fishing when they noticed a fishing vessel heading their way but not on a direct heading for a collision. Soon after it was noted that the fishing vessel had altered course and heading at the motor cruiser. The fishing vessel had not seen the motor cruiser and made contact causing minor damage to the motor cruiser. There were no injuries to the crew on either the fishing vessel or the motor cruiser.,Collision,3
50.175,-2.9085,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A fishing vessel suffered gearbox failure and was towed back to shore by another fishing vessel.,A fishing vessel suffered a gearbox failure and was towed back to shore by another fishing vessel.,Loss Of Control,3
51.35805,-4.332217,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,3 - Gentle Breeze - knot (7-10) m/s (4-5),Unknown,Unknown,Night,A fishing vessel suffered engine failure and required assistance.,A fishing vessel suffered engine failure and required assistance. However the vessel managed to effect a temporary repair to enable them to return to shore.  They were escorted back by a search and rescue (SAR) vessel encase the temporary repair failed.,Loss Of Control,3
-31.816667,115.25,Open sea -> Within EEZ,None/Register withdrawn,Unknown,1 - Light air - knot (1-3) m/s (1-2),0 - Calm glassy - (0 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A ro-ro cargo vessel crew member slipped on the stairway and fractured their foot.,"A ro-ro cargo vessel crew member was assigned the job of cleaning the aft stairway starting from the top platform. After a break the crew member resumed cleaning the stairway. Whilst shifting a bucket with water in from the top to the lower platform, the crew member slipped on the second step down from the top platform, lost their balance and fell to the lower step, causing an injury to the right foot. First aid was administered.",Accident to person(s),3
56.4369,-1.4764,Open sea -> Outside EEZ,None/Register withdrawn,Clear,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Night,A patrol vessel suffered a loss of power for thirty minutes but were able to restore power,"A patrol vessel whilst on patrol experienced a power failure, the contingency plan was followed and applied. The vessel position was frequently checked to ensure navigationally safe. Critical Electronic Bridge equipment remained fully operational. The power was restored but failed again when changing back from emergency DG to main power. The crew managed to restore power to the vessel.",Loss Of Control,3
56.0612,-3.1008,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A sailing vessel suffered rudder failure and was towed.,A sailing vessel with two crew onboard reported a snapped rudder and were drifting. A search and rescue (SAR) vessel towed the sailing vessel back as it was deemed unseaworthy. Both crew were wearing lifejackets.,Loss Of Control,3
56.132333,-2.6785,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A fishing vessel had a near miss with a recreational motor vessel.,"A fishing vessel was operating with day shape up, a recreational vessel was nearby. The fishing vessel alerted the other vessel that they were going to alter course. The recreational vessel stated that they were going to continue on the same course and speed which the fishing vessel was not happy with. The recreational vessel said they would increase speed to allow the fishing vessel to pass astern. The two vessels passed in close quarters.",Collision,5
50.5581,-4.9379,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Twilight,A fishing vessel grounded on rocks and was towed off by another vessel,"A fishing vessel grounded on rocks whilst approaching a harbour and was towed off by another fishing vessel. A search and rescue (SAR) vessel was in attendance, but not used. The skipper was disorientated by bright lights on a nearby dredger and lost sight of channel buoys. Once afloat, the vessel made its way to harbour under its own power. Hull inspection at low water revealed no damage to the vessel.",Grounding / Stranding,3
58.2389,-1.5799,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A supply vessel suffered a loss of containment during offloading,Supply boat reported fluid spraying out of a hose during offloading.  Approximately 50l of chemical was lost to the sea. The failure point was thought to be a quick release coupling.,Loss Of Control,6
50.7251,-1.4118,"Internal waters -> Channel, river",UNITED KINGDOM,Clear,0 - Calm - knot (0-1) m/s (0-1),0 - Calm glassy - (0 m),Very good - Vis >= 25.0 nm,Daylight,A sail training vessel grounded at the entrance to a channel,A sail training vessel was entering a channel when it went aground. The vessel was under power and with a student navigating at the helm. No damage to the vessel or injuries to the crew.,Grounding / Stranding,3
54.1652,-4.201383,Coastal waters <= 12 nm,ISLE OF MAN,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A fishing vessel suffered engine failure and was drifting whilst attempting a repair,A fishing vessel suffered engine failure and was drifting. The crew attempted to fix the issue and alerted the Coastguard that they may require assistance. The crew fixed the issue and the vessel was able to continue back to shore.,Loss Of Control,3
50.289167,-4.14,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,3 - Gentle Breeze - knot (7-10) m/s (4-5),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A sail training vessel trainee lost their balance but were able to hold onto the capping rail,"A trainee lost balance during a deck wash and fell over the capping rail, the guardrails reduced in height at the bow. The trainee had their feet on the deck, their hands holding the capping rail but with most of their body over the windward side of the vessel. The Skipper assisted the trainee back into the vessel. There had been a safety brief given to the group. The trainee was wearing a lifejacket but not not a lifeline.",Accident to person(s),4
53.5177,-3.2741,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A cargo ship's pilot ladder did not conform to SOLAS regulations,"A cargo ship's pilot ladder was not rigged to SOLAS regulations. Life buoy with self-igniting light was not available for immediate use. The rigging of the pilot ladder was not checked, or the embarkation and/or disembarkation of the pilot was not supervised by a watch keeping deck officer.",Damage / Loss Of Equipment,5
50.165283,-4.39445,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,4 - Moderate Breeze - knot (11-16) m/s (6-8),3 - Slight - (0.5 - 1.25 m),Unknown,Night,A fishing vessel experienced a an engine failure and was towed,A fishing vessel reported their engine had failed due to an issue with the clutch. Another fishing assisted and started towing the vessel. While under tow the crew tried to repair the engine and managed to get it restarted. They then continued the passage under their own power.,Loss Of Control,3
51.6665,-5.16,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A tanker's pilot ladder did not conform to SOLAS regulations,A tanker's pilot ladder did not conform to SOLAS regulations. Steps were not parallel. On some steps gap between chocks and step was more than 100mm. Winch on ladder was not secured,Damage / Loss Of Equipment,5
52.472667,1.749667,"Internal waters -> Channel, river",UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,An offshore tug supply vessel made contact with a wall whilst transiting in a channel.,During inwards bridge channel transit the offshore supply vessel was drawn into south abutment wall.,Contact,3
50.815167,1.2035,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A fishing vessel fouled it's gear and was towed back by another fishing vessel,A fishing vessel got a net wrapped around the propeller and the trawl door stuck on the seabed. A tow was arranged with another fishing vessel vessel.,Loss Of Control,3
50.7783,-1.1098,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,3 - Gentle Breeze - knot (7-10) m/s (4-5),Unknown,Unknown,Twilight,A sailing yacht suffered a fire on board that was quickly extinguished,"A sailing yacht was leaving a harbour when the crew reported a fire on board.  Two police launches arrived, passed a fire extinguisher to the crew and relayed a Mayday. Once the fire was extinguished, one of the launches towed the sailing yacht back to shore. No injuries to the crew.",Fire / Explosion,3
53.404167,-6.0525,Coastal waters <= 12 nm,IRELAND,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,A search and rescue vessel had water ingress in the engine room after a seacock became detached,"A search and rescue (SAR) vessel was returning to station from a service when the bilge alarm sounded. On inspection, the port seacock stainless steel connection to the bronze fitting had failed, allowing sea water to enter the engine room. A temporary repair was made by way of fitting a rubber jumper and jubilee clips over the hole in the pipe.",Flooding / Foundering,3
51.387,-3.236667,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,1 - Light air - knot (1-3) m/s (1-2),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A search and rescue vessel suffered gearbox failure whilst on an exercise and was towed back,"A search and rescue (SAR) vessel was on a training exercise with a trainer and two crew. Whilst on route to a location at planing speed, the vessel experienced a reduction of drive from the engine due to gearbox failure. The vessel was recovered by another SAR vessel and towed back to harbour.",Loss Of Control,3
58.308333,-0.983333,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A fishing vessel crewmember sustained a finger injury whilst operating the trawl door.,A fishing vessel crewmember sustained a finger injury whilst operating the trawl door. A wave hit the door and caught the casualty's finger resulting in some flesh being torn away. The casualty did not need a medical transfer and was taken to hospital once on shore.,Accident to person(s),3
58.308333,-0.983333,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A fishing vessel sustained an engine fault and was towed by another fishing vessel.,A fishing vessel experienced a drop in oil pressure and an engine fault. The main engine was shut down. The vessel with six crew onboard requested assistance and was towed by another fishing vessel safely to port.,Loss Of Control,3
55.0388,-9.4304,Open sea -> Within EEZ,None/Register withdrawn,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),5 - Rough - (2.5 - 4 m),Moderate - 2.0 <=Vis < 5.0 nm,Night,A fishing vessel crew member sustained minor injuries to their fingers,"A fishing vessel crew member injured their fingers when they were taking their gear off in the entrance to the engine room. The crew member had placed their hand on the floor, the vessel took a roll resulting in the door swinging shut on their fingers. The crew member sustained cuts to three fingers, first aid was administered onboard.",Accident to person(s),4
54.1921,-7.4891,Inland waters -> Lake,UNITED KINGDOM,Unknown,4 - Moderate Breeze - knot (11-16) m/s (6-8),Unknown,Unknown,Night,An inland waterway vessel lost power and was towed to shore.,An inland passenger vessel with one person onboard suffered power failure and was drifting. A search and rescue (SAR) vessel assisted and provided a tow back to the jetty. The vessel had a similar incident a few days previously and were towed by a SAR vessel.,Loss Of Control,3
57.75,-2.876667,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,6 - Strong Breeze - knot (22-27) m/s (11-14),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Night,A patrol vessel experienced a lost of propulsion but were able to proceed to port,"A patrol vessel lost power and experienced a ship blackout. The automatic blackout recovery system established power to the to ancillary systems. The ESB was being supplied by the emergency diesel generator. The propulsion drives were reset, motors clutched in and run up. Propulsion was returned to the bridge and course was resumed. This vessel had a similar issue a week previously.",Loss Of Control,6
50.805217,-1.287033,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),Unknown,Unknown,Daylight,An angling vessel crewmember fell overboard and was recovered by another vessel.,An angling vessel crew member fell overboard. Search and rescue (SAR) vessels were tasked after a Mayday alert. The casualty was recovered unharmed by a recreational motor vessel and was transferred to a SAR vessel and then into the care of the ambulance service. A SAR crew member took the angling vessel back to shore.,Accident to person(s),4
50.831333,-0.960667,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,2 - Light Breeze - knot (4-6) m/s (2-3),Unknown,Unknown,Daylight,A motor vessel ran aground following an engine failure,A recreation motor vessel grounded on mud following an engine failure. Two search and rescue (SAR) vessels were tasked to assist. The motor vessel was recovered from the mud and towed to a marina.,Grounding / Stranding,3
53.5077,-3.1936,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A bulk carrier's pilot ladder did not conform to SOLAS regulations,A bulk carrier's pilot ladder was not rigged in compliance with SOLAS guidance. Ladder only secured with shackles over the side ropes.,Damage / Loss Of Equipment,5
58.8915,-3.1834,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),3 - Slight - (0.5 - 1.25 m),Moderate - 2.0 <=Vis < 5.0 nm,Daylight,Ro/Ro passenger vessel sustained damage following a catastrophic engine failure and fire.,Ro/Ro passenger vessel had a catastrophic failure of a main engine resulting in connecting rod and piston ejecting via side of crank case. This resulted in a fire at the exit hole on the engine which was extinguished with dry powder. The vessel proceeded to its nearest berth to assess the damage and was later moved to another dock. No injuries to crew.,Fire / Explosion,1
56.81,-7.62,Coastal waters <= 12 nm,UNITED KINGDOM,Overcast,5 - Fresh Breeze - knot (17-21) m/s (9-11),3 - Slight - (0.5 - 1.25 m),Good - 5.0 <= Vis < 25.0 nm,Twilight,A service vessel crew member fell resulting in a fractured elbow,"A service vessel crew member was exiting the shower, they stepped out of the bathroom onto plastic sheeting on the cabin floor with wet feet. The crew member slipped on the sheeting and put left arm out to break fall. This resulted in the full body weight of the crew member landing on the left arm. The crew member was taken ashore and went to hospital where it was confirmed that they had fractured their elbow.",Accident to person(s),3
53.322,-6.1044,Coastal waters <= 12 nm,IRELAND,Clear,2 - Light Breeze - knot (4-6) m/s (2-3),2 - Smooth - (0.1 - 0.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A search and rescue vessel had water ingress in the engine room after a seacock became detached.,"A search and rescue (SAR) vessel was on passage when the bilge alarm sounded. Upon inspection it was noted that the inspection cover on the seacock port side had become detached. The inspection cover and clamp were replaced and secured and bilges were pumped out. Upon arrival in port, the engine room was washed down with fresh water. During the debrief it transpired that before departure the seacock strainer was full of debris so it was removed and cleared. This is most likely the cause for the clamp being refitted incorrectly.",Flooding / Foundering,3
57.5303,-1.69,Coastal waters <= 12 nm,UNITED KINGDOM,Clear,7 - Near Gale - knot (28-33) m/s (14-17),5 - Rough - (2.5 - 4 m),Good - 5.0 <= Vis < 25.0 nm,Night,An offshore supply vessel had to reduce speed to avoid a collision with a fishing vessel.,An offshore supply vessel encountered a fishing vessel coming from their port side. The offshore supply vessel contacted the fishing vessel but got a reply in poor English. The fishing vessel did not alter course or slow down resulting in the supply vessel having to reduce speed almost to a stop to avoid a potential collision.,Collision,3
12.918333,-65.253333,Open sea -> Outside EEZ,None/Register withdrawn,Clear,5 - Fresh Breeze - knot (17-21) m/s (9-11),4 - Moderate - (1.25 - 2.5 m),Good - 5.0 <= Vis < 25.0 nm,Daylight,A cruise ship crew member injured their neck during lifeboat familiarisation.,"A cruise ship crew member injured their neck during lifeboat familiarisation training. The crew member bent down to remove the engine compartment cover and stood up, making contact with the coxswain's cab structure. The crew member was assessed ashore and has been signed off work until further medical assessment.",Accident to person(s),3
57.8233,-2.2365,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Daylight,A research vessel experienced a vibration from the propeller shaft.,"A research vessel crew member informed the bridge that there was an issue with the thrust block vibrating. The vessel was stopped, crew members  opened the thrust block and found the lube oil heavily contaminated with metal. A decision was made to head for a narbour once the thrust block was flushed with fresh oil and replenished. Once the oil change was completed, the vessel made passage to a harbour.",Damage / Loss Of Equipment,6
51.6864,-5.1424,Coastal waters <= 12 nm,UNITED KINGDOM,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Unknown,A tanker's pilot ladder did not conform to SOLAS regulations,"A tanker's pilot ladder did not conform to SOLAS regulations. Chocks missing and loose, spreader badly twisted and side rope stretched on one side.",Damage / Loss Of Equipment,5
60.631667,1.675,Open sea -> Within EEZ,None/Register withdrawn,Unknown,Beaufort scale: Unknown,Unknown,Unknown,Night,A platform supply vessel crew member injured their knee during heavy weather,"A platform supply vessel was on passage during heavy weather. A crew member was in the control room, sitting on a spinning chair next to a computer. The chair spun around resulting in the crew member's knee hitting the computer.   The injury wasn't fully diagnosed, the crew member remained onboard and later went to hospital for advice.",Accident to person(s),3
